word,happy,sad
sigue,-11.32639,-10.97688
bigger,-11.32665,-11.40398
hahahaa,-11.32744,-11.30325
iyo,-11.32798,-10.94434
egg,-11.32829,-11.40887
werken,-11.32852,-10.46698
tiap,-11.32936,-10.31094
jatuh,-11.33041,-11.40536
shooting,-11.33053,-11.70471
holaa,-11.33058,-12.83382
naked,-11.33105,-11.36312
haii,-11.3311,-12.9981
nyanyi,-11.33111,-11.31316
ire,-11.33212,-10.99276
turning,-11.33214,-10.95028
skrng,-11.33246,-10.92757
nothin,-11.33335,-11.29007
frio,-11.33355,-9.86035
coisas,-11.33431,-10.89675
lado,-11.33449,-10.8401
yeaaah,-11.33498,-12.2846
tas,-11.33577,-10.94934
ish,-11.33634,-10.76955
convo,-11.33651,-11.84387
josh,-11.33666,-11.72305
fried,-11.33708,-11.69589
!.,-11.33738,-11.56634
hhaha,-11.33789,-11.48185
riding,-11.33802,-11.60685
skg,-11.33863,-11.18095
pull,-11.33953,-11.18822
britney,-11.33962,-11.80256
worse,-11.34079,-9.47782
isnt,-11.34081,-10.03047
topic,-11.34094,-11.89579
foot,-11.34155,-10.35255
escuchando,-11.34182,-12.27597
rose,-11.34221,-11.85651
fruit,-11.34236,-11.7831
-*,-11.34239,-12.02037
student,-11.34254,-11.28476
messages,-11.34373,-10.84571
lanjut,-11.34385,-11.85202
plane,-11.34438,-11.01007
fever,-11.34441,-9.95362
death,-11.34489,-10.13816
code,-11.34509,-11.27165
rush,-11.34529,-11.55699
amat,-11.34558,-10.04248
obsessed,-11.34579,-12.1173
finishing,-11.34679,-11.43846
bloody,-11.34686,-10.18007
setiap,-11.34704,-11.21582
kemarin,-11.34709,-11.02755
guzel,-11.34731,-13.25996
hablar,-11.3477,-10.49042
shift,-11.34848,-10.49525
offer,-11.3489,-11.55747
bah,-11.34947,-10.22802
pke,-11.3498,-10.70286
grown,-11.34992,-11.67131
hermoso,-11.35076,-11.94633
grab,-11.35134,-11.90892
killing,-11.35151,-9.52473
smangat,-11.35169,-11.9848
agak,-11.35172,-10.9794
camp,-11.35209,-11.04377
gun,-11.35227,-11.71241
finde,-11.35329,-11.72286
listened,-11.35349,-11.97531
sheen,-11.35416,-11.48042
mano,-11.35418,-10.30924
mentions,-11.35474,-11.22912
program,-11.35487,-11.55082
explain,-11.35585,-11.29831
grateful,-11.35635,-13.21725
swift,-11.35658,-11.7921
grazie,-11.35661,-14.34118
besar,-11.35688,-11.49049
aduh,-11.357,-9.50911
voted,-11.35724,-12.22576
saved,-11.35809,-11.59871
obrigado,-11.35986,-12.90299
valeu,-11.36027,-12.65861
quieres,-11.3604,-10.93967
mega,-11.36066,-10.90688
milan,-11.36146,-11.71213
blom,-11.36158,-10.39196
kept,-11.36175,-10.70481
santai,-11.36238,-11.84869
jokes,-11.36245,-11.65563
jaga,-11.3627,-11.26876
ciee,-11.36304,-11.94294
gatau,-11.36326,-9.97945
huhu,-11.36439,-9.22796
tumben,-11.36452,-11.53201
msg,-11.36512,-11.06259
hop,-11.36585,-12.0034
bijna,-11.36666,-10.78222
uuu,-11.36691,-10.85907
latest,-11.36723,-11.72474
glory,-11.36744,-12.33545
pokemon,-11.36812,-11.04981
subway,-11.36884,-11.6249
spongebob,-11.36899,-12.15501
picking,-11.36927,-11.66396
journey,-11.36929,-11.73382
hill,-11.36949,-11.50251
weight,-11.36953,-10.8274
bogor,-11.36979,-11.37562
brapa,-11.37059,-11.41162
yap,-11.37077,-12.40812
belieber,-11.3711,-12.73449
username,-11.372,-12.03934
japan,-11.37212,-11.20509
shame,-11.37254,-9.73549
adore,-11.37354,-12.53119
lights,-11.37432,-11.51667
dirimu,-11.37446,-11.03558
pacaran,-11.37534,-11.02341
mucha,-11.3754,-10.72158
cast,-11.37543,-11.611
<<,-11.37552,-12.29434
tmn,-11.37667,-10.95347
weet,-11.37785,-11.45436
frm,-11.37827,-11.13942
cenat,-11.37872,-10.37592
wats,-11.37911,-11.35294
beter,-11.37945,-11.76143
dmna,-11.37995,-11.49438
nueva,-11.38003,-11.92961
rajin,-11.38005,-12.00683
karna,-11.38005,-10.96487
iia,-11.38113,-11.84068
chipotle,-11.38129,-12.06654
kena,-11.38141,-9.96179
pena,-11.38166,-9.9456
spread,-11.3818,-12.32998
coach,-11.382,-11.68698
noch,-11.38269,-11.72631
action,-11.38349,-11.54999
malang,-11.38452,-11.19982
aswell,-11.38515,-11.02507
ups,-11.386,-11.41163
madre,-11.38622,-11.01952
nilai,-11.38671,-11.0311
lunes,-11.38674,-10.70845
tepatin,-11.38826,-15.68953
hitting,-11.38865,-11.57624
anywhere,-11.38878,-10.49718
scene,-11.38885,-11.51455
legend,-11.38895,-12.87737
yeaaa,-11.38904,-12.14039
turns,-11.3892,-10.96667
medan,-11.38953,-11.23136
leuke,-11.38954,-12.02983
mostly,-11.38968,-11.54749
bahasa,-11.39054,-11.3056
celebrity,-11.39094,-12.06685
avanya,-11.39124,-12.98158
...?,-11.39124,-11.19162
universe,-11.39148,-12.4558
however,-11.39148,-11.0006
cus,-11.39187,-11.05301
headache,-11.39196,-8.59864
11:11,-11.39218,-11.98231
blah,-11.39234,-10.35264
falar,-11.39237,-10.19854
cares,-11.39258,-11.73236
results,-11.39275,-11.23139
jjf,-11.39348,-10.98535
changing,-11.3937,-11.29966
meer,-11.39379,-10.43078
andy,-11.39433,-11.67966
gooo,-11.39504,-11.34704
2010,-11.39541,-11.57623
twilight,-11.39618,-11.70778
euy,-11.3966,-10.50258
opo,-11.39717,-11.16564
cewek,-11.39781,-11.8027
stayed,-11.39799,-10.58361
goodnite,-11.39849,-12.84812
nighty,-11.39863,-12.8712
sold,-11.39894,-9.80961
gara2,-11.39953,-9.59294
tweethearts,-11.3998,-13.55371
beetje,-11.39983,-10.94656
reality,-11.40019,-10.72431
blh,-11.40059,-11.15099
vakantie,-11.40076,-10.41755
credit,-11.40094,-11.19063
cewe,-11.40115,-11.15179
sebelum,-11.40142,-11.99934
monsters,-11.40142,-12.37615
mass,-11.40189,-11.56019
board,-11.4022,-11.13358
grax,-11.40225,-12.71161
baek,-11.40236,-11.99634
m'n,-11.40247,-10.86694
jajajaj,-11.40276,-11.19664
entrar,-11.40342,-10.42298
junior,-11.40378,-11.63154
paint,-11.4038,-11.57134
masak,-11.40514,-11.10255
cenut,-11.40544,-10.40236
gas,-11.40593,-10.39816
thinkin,-11.40599,-11.35607
concierto,-11.40613,-10.53294
daarna,-11.40634,-12.02375
confused,-11.40738,-10.3617
magazine,-11.40772,-12.0518
iaa,-11.40801,-11.65263
aminnn,-11.40904,-13.4053
kmn,-11.40995,-10.71078
afraid,-11.41024,-10.43933
slm,-11.41097,-13.26723
crying,-11.41098,-9.29885
tardes,-11.4114,-13.04957
aca,-11.41164,-10.95139
serius,-11.41194,-10.75369
grace,-11.4123,-12.22365
oie,-11.41233,-12.20595
assistindo,-11.41254,-12.21703
tacos,-11.41384,-11.92231
martin,-11.4141,-11.98821
:],-11.41413,-11.7721
kampus,-11.41424,-10.88385
managed,-11.4146,-11.14492
chip,-11.41484,-11.8132
consider,-11.4152,-12.55343
smash,-11.41542,-11.87291
capek,-11.4155,-9.95426
casita,-11.41608,-11.83119
yaw,-11.41703,-12.46381
mario,-11.41704,-11.94447
onto,-11.4175,-11.28599
character,-11.4178,-11.8381
soal,-11.41856,-11.07621
viene,-11.41899,-11.05605
yoi,-11.41903,-12.25063
dooong,-11.42001,-10.87558
natural,-11.42016,-12.01016
vip,-11.42026,-11.53047
yuu,-11.42066,-11.64489
swan,-11.42133,-11.87268
gereja,-11.42143,-11.62184
dave,-11.42191,-11.83972
walked,-11.4225,-11.00116
third,-11.42259,-11.34784
known,-11.42264,-11.28734
komen,-11.423,-11.28995
yer,-11.42392,-12.04624
seria,-11.42402,-11.1498
cheap,-11.42411,-11.38499
result,-11.4245,-11.46524
berdoa,-11.42452,-12.33741
chelsea,-11.42487,-11.71425
bersyukur,-11.42533,-12.66646
gr8,-11.42537,-12.36137
seseorang,-11.42586,-11.81162
focus,-11.42595,-11.39531
mai,-11.42625,-10.85643
eindelijk,-11.42657,-12.38639
mak,-11.42693,-10.6629
praktek,-11.42721,-11.06407
senior,-11.42741,-11.40165
acting,-11.42776,-10.89516
limit,-11.42777,-11.06737
5th,-11.42787,-11.662
toronto,-11.42865,-11.36261
pleased,-11.42927,-12.62512
correct,-11.42935,-12.06247
six,-11.42945,-11.26305
mudah,-11.42948,-12.21413
cowok,-11.42954,-11.71147
comida,-11.4301,-11.07892
chapter,-11.43053,-11.75176
altijd,-11.43118,-10.95731
irish,-11.43198,-11.93908
saudades,-11.43229,-9.08871
moments,-11.43237,-11.80393
crack,-11.4324,-11.5718
sports,-11.43253,-11.47012
contest,-11.43266,-11.70511
children,-11.43448,-11.327
blg,-11.43474,-10.68244
ignore,-11.43476,-11.21156
walaupun,-11.43498,-11.67861
quotes,-11.43557,-12.83634
birmingham,-11.43568,-11.45934
kiero,-11.4358,-10.09454
nii,-11.43623,-10.32438
italian,-11.43661,-12.19619
siap2,-11.43682,-11.79507
luar,-11.43695,-11.2149
amr,-11.43718,-11.49021
liga,-11.43795,-11.31523
pumped,-11.43797,-12.81245
gelukkig,-11.43828,-12.57617
strange,-11.43838,-11.48159
decent,-11.4395,-11.39944
comfy,-11.43965,-11.62992
padre,-11.44036,-11.71532
tears,-11.44039,-10.41591
feed,-11.44078,-11.04988
naw,-11.44081,-11.15678
brazil,-11.44111,-11.55665
mkasih,-11.44137,-13.97808
baking,-11.44138,-12.42087
jugaa,-11.44152,-11.48006
jordan,-11.44199,-11.75977
promo,-11.44253,-11.89939
mission,-11.44286,-11.82211
cooked,-11.44306,-11.96033
teeth,-11.44307,-10.32906
supporting,-11.44328,-12.57272
tersenyum,-11.44329,-13.29118
schedule,-11.4433,-11.08349
spam,-11.44331,-11.04992
necesito,-11.44412,-9.79697
leg,-11.44419,-10.27474
mobile,-11.44484,-10.89445
mohon,-11.44492,-12.04052
niggas,-11.44493,-11.81593
muda,-11.445,-11.72529
cnt,-11.44579,-10.45623
wanita,-11.44591,-12.10042
nanya,-11.44686,-11.38473
berat,-11.44694,-10.3575
laura,-11.44791,-11.80911
putri,-11.44963,-12.02858
hip,-11.4498,-11.5007
adele,-11.44981,-12.39791
plis,-11.44998,-10.58948
tons,-11.45008,-11.39563
ayu,-11.45009,-11.91831
mksih,-11.45065,-13.94802
flow,-11.4509,-12.10183
parah,-11.45115,-9.58488
horrible,-11.45115,-9.08311
chuva,-11.45148,-9.9577
ttp,-11.45156,-11.29178
seee,-11.45172,-11.12479
report,-11.45208,-10.89122
nxt,-11.4536,-11.42253
bbl,-11.45364,-12.64075
?...,-11.45386,-11.25353
tengkyu,-11.45434,-14.52566
infonya,-11.45548,-13.8419
obg,-11.45568,-13.03276
akhir,-11.45652,-11.48816
yeaah,-11.45667,-12.49391
2nite,-11.4569,-11.45051
artist,-11.45702,-12.21582
craving,-11.4573,-10.33814
argentina,-11.4574,-11.78776
sayaang,-11.4578,-11.60736
twitcam,-11.45809,-11.14841
pulsa,-11.45822,-10.18306
compliment,-11.45854,-13.27433
target,-11.45857,-11.81048
proper,-11.45914,-10.94624
building,-11.4593,-11.68208
cats,-11.4594,-11.08358
o.o,-11.45969,-10.90798
amy,-11.45991,-12.16245
belly,-11.46,-10.78248
worried,-11.46023,-10.01602
telah,-11.46041,-11.76971
public,-11.46061,-11.28999
comments,-11.4607,-11.50506
boots,-11.4607,-11.45732
ikr,-11.46114,-10.80133
pessoal,-11.46155,-12.02879
tnx,-11.46194,-13.38363
toe,-11.46202,-10.70367
dije,-11.46212,-10.85741
blum,-11.46224,-10.51543
seguro,-11.46303,-11.39996
vodka,-11.46322,-11.67305
forgive,-11.46324,-11.0907
corner,-11.46336,-11.32806
dasar,-11.46382,-11.18938
rob,-11.46392,-11.73288
lng,-11.4663,-11.77816
rude,-11.46631,-10.87012
sweetest,-11.46643,-13.16302
ktmu,-11.46743,-10.69922
lover,-11.46746,-11.98997
ngeliat,-11.46752,-10.79329
futsal,-11.46768,-11.25363
freak,-11.46816,-11.68121
fool,-11.46855,-11.53139
feelings,-11.46889,-10.5666
hoes,-11.46898,-12.42293
:((,-11.46937,-9.44913
address,-11.46939,-12.00133
besides,-11.46946,-11.66872
gefeliciteerd,-11.47,-13.83544
humor,-11.47015,-12.01584
gomawo,-11.47028,-14.58776
mbk,-11.47071,-11.88936
broken,-11.471,-9.53614
difference,-11.47129,-11.81522
lista,-11.4713,-12.10671
awal,-11.47159,-11.34861
bowl,-11.47179,-11.63352
prayers,-11.47234,-11.28964
period,-11.47259,-11.08682
bud,-11.47263,-11.88316
ckck,-11.47278,-10.60634
santa,-11.47298,-11.39172
tdi,-11.47315,-10.72911
wet,-11.47498,-10.56397
parade,-11.4758,-11.53268
o_o,-11.47589,-10.99054
perfecto,-11.47665,-12.26116
patient,-11.47666,-11.85892
tree,-11.47682,-11.50073
delete,-11.47736,-10.8053
sooon,-11.47798,-11.81099
basket,-11.47811,-11.23952
bubble,-11.47866,-11.80152
pagi2,-11.47922,-10.79589
cape,-11.47941,-10.07683
obat,-11.47975,-10.46232
fucked,-11.48004,-10.12378
gotten,-11.48029,-10.68663
:-d,-11.48037,-12.18534
shawty,-11.48083,-12.98642
recording,-11.48083,-11.9711
membuat,-11.48104,-11.6581
menikmati,-11.48111,-12.62294
stone,-11.48148,-11.854
sedikit,-11.48155,-11.29939
cakep,-11.48156,-12.26925
chingu,-11.48176,-12.853
coke,-11.48192,-11.65045
accent,-11.48258,-12.1805
rasanya,-11.48311,-10.09038
issue,-11.48364,-11.37034
begins,-11.48375,-11.9009
surabaya,-11.48386,-11.73002
remembered,-11.4843,-11.03022
elf,-11.48498,-11.92623
filled,-11.48576,-11.53537
flu,-11.48612,-9.3391
gehad,-11.48621,-11.95267
ikhlas,-11.48647,-11.89408
suggestions,-11.48664,-11.92113
episodes,-11.48676,-10.92553
private,-11.48723,-11.47851
knapa,-11.48781,-9.97782
kayo,-11.48809,-12.18974
merah,-11.48816,-10.89022
lying,-11.48909,-11.12175
sorted,-11.4891,-12.02756
france,-11.48929,-11.84363
certain,-11.48945,-11.38242
dokter,-11.48954,-10.9294
grey,-11.4903,-11.15922
faster,-11.49035,-11.3728
tahu,-11.49047,-11.51888
quit,-11.49049,-11.02421
central,-11.49092,-12.03554
ampe,-11.49133,-10.47256
tis,-11.49151,-11.3279
viaje,-11.49173,-11.0994
bel,-11.49194,-11.31798
mantan,-11.49287,-11.15367
killed,-11.49339,-10.45082
blessing,-11.49537,-13.24852
christian,-11.49541,-11.98268
ace,-11.49547,-12.05449
wifi,-11.49585,-11.06441
downloading,-11.49594,-11.85019
brownies,-11.49595,-11.9531
curious,-11.49632,-12.43601
huis,-11.49647,-11.07994
corazon,-11.49648,-11.19705
sepertinya,-11.49715,-10.78355
massive,-11.49752,-10.82199
nuit,-11.49831,-13.55624
beats,-11.49831,-11.82075
colour,-11.49886,-11.90224
weee,-11.49925,-11.97277
yeaa,-11.50008,-12.06718
tentang,-11.50052,-11.73214
xbox,-11.50123,-11.08024
pinter,-11.50154,-12.35589
awards,-11.50187,-12.10945
kung,-11.50206,-11.59142
wide,-11.50209,-10.90592
ngomong,-11.50259,-10.75948
traktir,-11.50264,-12.0968
cereal,-11.50298,-11.38173
esperar,-11.50301,-11.07334
pandora,-11.50319,-12.36077
chillen,-11.50391,-12.45165
vcs,-11.50417,-11.08187
kuyt,-11.50419,-12.22356
flowers,-11.5051,-11.95753
alam,-11.50555,-11.67583
mentioned,-11.50652,-12.00776
wicked,-11.50687,-11.87587
germany,-11.50759,-11.48859
heads,-11.50761,-11.81362
bestest,-11.50764,-12.86938
careful,-11.50775,-11.7013
acordar,-11.50806,-11.34524
challenge,-11.50829,-12.15187
kitty,-11.50844,-10.87011
mexican,-11.50873,-12.26337
dpn,-11.50898,-10.98539
curhat,-11.50899,-10.89331
tommorow,-11.50931,-11.36332
jika,-11.51006,-11.98683
holding,-11.5103,-11.48066
amoo,-11.51053,-11.8067
oye,-11.51108,-11.1171
visto,-11.51133,-10.66582
shorts,-11.51138,-11.61596
ya'll,-11.51191,-12.23912
segui,-11.51206,-12.97874
films,-11.51215,-11.99165
lips,-11.51227,-11.50227
arms,-11.51253,-10.98776
philippines,-11.51334,-11.73556
favorites,-11.51398,-12.89899
perry,-11.51446,-12.03262
bole,-11.51449,-11.47168
sai,-11.5146,-10.6345
maacih,-11.51464,-13.20594
tayo,-11.51647,-11.89904
homemade,-11.51665,-13.09837
perfectly,-11.5169,-12.50068
joined,-11.51693,-12.27202
yaallah,-11.51756,-10.09865
prince,-11.51847,-11.97215
personas,-11.51861,-11.32389
language,-11.51912,-11.94202
knpa,-11.51986,-10.19736
wbu,-11.51993,-12.54086
sleeep,-11.52004,-10.79012
piss,-11.52014,-11.5341
wins,-11.52041,-12.05662
dry,-11.52195,-10.73325
otherwise,-11.52212,-11.22933
janji,-11.52218,-11.01083
extremely,-11.52234,-10.96127
poster,-11.52283,-11.69199
ray,-11.52319,-11.85223
adventure,-11.52359,-12.7452
ilang,-11.52362,-9.62893
okk,-11.52382,-12.18532
tah,-11.52447,-10.82845
baik2,-11.52489,-12.09653
tiny,-11.52511,-11.21457
denger,-11.52513,-10.89135
health,-11.52536,-11.47011
complain,-11.52595,-12.05079
verte,-11.52622,-10.90619
bosen,-11.5264,-10.06384
chile,-11.52778,-11.90491
basically,-11.52812,-11.33311
traffic,-11.52926,-10.45315
research,-11.52932,-11.32545
coast,-11.52934,-11.47869
counting,-11.52943,-11.70768
iki,-11.5301,-10.8092
cars,-11.53023,-11.3981
korea,-11.53077,-11.33626
characters,-11.53082,-11.93211
mira,-11.53157,-11.28827
comic,-11.53177,-11.48954
ashley,-11.53208,-11.87369
league,-11.53246,-11.68755
bulls,-11.53269,-12.11386
deus,-11.53287,-10.76632
semalem,-11.53319,-10.70406
judge,-11.53322,-12.18724
hecho,-11.5333,-11.08804
chuck,-11.53379,-11.43761
mary,-11.53431,-11.87516
playlist,-11.53443,-12.38901
lolz,-11.53443,-11.92885
envy,-11.5347,-9.97617
bother,-11.53486,-11.47314
ustedes,-11.53692,-11.35509
windows,-11.53703,-10.864
singapore,-11.5379,-11.50912
depends,-11.53827,-12.34484
bird,-11.53873,-11.30493
whoa,-11.5396,-11.91796
golden,-11.54031,-11.98706
doo,-11.5405,-11.78272
mang,-11.54053,-11.04935
shud,-11.54071,-11.55766
somehow,-11.5408,-11.09608
sup,-11.54144,-12.34189
lugar,-11.54158,-11.09137
deja,-11.54219,-10.44451
18th,-11.54225,-11.9436
jess,-11.54225,-11.64091
waar,-11.54232,-11.25986
adik,-11.54267,-12.0392
wud,-11.54334,-11.22766
plezier,-11.54345,-13.06961
lainnya,-11.54398,-12.62554
llegar,-11.54438,-10.90806
dongg,-11.5444,-11.47882
nan,-11.54448,-11.40907
300,-11.54492,-11.89684
amigas,-11.546,-11.1312
uploading,-11.54602,-12.28699
surely,-11.54626,-11.86088
stranger,-11.54649,-12.26676
tiket,-11.54699,-10.93432
showed,-11.54699,-11.59596
putih,-11.54726,-11.34718
wouldnt,-11.54743,-11.12899
growing,-11.54974,-11.29526
waste,-11.55004,-10.84458
jalan2,-11.55011,-11.15965
thts,-11.55035,-11.83482
spurs,-11.55055,-11.76438
bdg,-11.55137,-11.12772
conmigo,-11.55143,-10.49995
relief,-11.55169,-11.91964
bake,-11.55186,-12.19274
wana,-11.55203,-10.55988
general,-11.55208,-11.64282
ihop,-11.55223,-12.05581
nad,-11.55232,-11.45114
ears,-11.55244,-10.98586
yumm,-11.55246,-13.08897
tijd,-11.55304,-11.44334
bill,-11.55306,-11.14917
gratis,-11.55309,-11.82976
veces,-11.55358,-10.8344
vuelta,-11.55401,-11.7875
heck,-11.55428,-11.2631
sigan,-11.55431,-12.60427
birthdayyy,-11.55434,-14.07422
clearly,-11.55458,-11.46764
(),-11.5546,-11.62087
master,-11.55505,-11.96682
sexta,-11.55612,-11.56072
hati2,-11.55617,-12.28786
dads,-11.55694,-11.26808
p.s.,-11.55702,-12.05938
coool,-11.55767,-12.7187
decision,-11.55783,-11.37017
makasiih,-11.55868,-14.3229
macet,-11.559,-10.22155
friendly,-11.55913,-12.38394
katy,-11.5592,-12.17541
bello,-11.55931,-11.97307
smith,-11.55954,-12.08714
cam,-11.55959,-11.2916
2morrow,-11.56084,-11.22845
ola,-11.56092,-12.81991
cyrus,-11.56128,-12.28283
roast,-11.56128,-12.04867
vampire,-11.56156,-11.47691
cards,-11.56166,-11.50149
award,-11.56175,-12.74797
importa,-11.56191,-11.61121
bekasi,-11.56196,-11.97365
smiley,-11.56205,-12.82298
apapun,-11.56225,-11.44671
kamar,-11.56252,-10.88299
saka,-11.56321,-13.60639
machine,-11.56323,-11.10096
deket,-11.56346,-11.20302
kul,-11.56421,-11.39003
rihanna,-11.56463,-11.92646
soft,-11.56503,-12.02917
hebat,-11.56516,-12.39599
ven,-11.56528,-11.01957
ung,-11.56576,-11.56625
named,-11.56624,-12.10073
gol,-11.56626,-11.23476
burn,-11.56707,-10.91672
emily,-11.56708,-11.9217
austin,-11.56759,-11.89901
dehh,-11.56937,-10.91674
smga,-11.5694,-12.38684
misses,-11.56942,-10.50424
myy,-11.5695,-11.65466
rica,-11.57045,-12.40741
slowly,-11.57062,-11.08019
direction,-11.57098,-11.89986
berharap,-11.57126,-11.12489
steve,-11.57127,-11.4985
regret,-11.57182,-10.89935
term,-11.57247,-11.06724
notes,-11.57347,-11.37777
within,-11.5735,-11.73001
it'd,-11.57385,-11.68866
emma,-11.57403,-12.08404
enaknya,-11.57475,-11.28023
suit,-11.57521,-11.86954
draw,-11.5754,-11.47437
jelas,-11.57544,-10.83476
inc,-11.57557,-12.79372
subuh,-11.57557,-11.76082
haber,-11.57604,-11.01051
died,-11.57635,-9.22736
cody,-11.57646,-12.42097
wives,-11.57738,-12.15316
wew,-11.57764,-11.436
lead,-11.57785,-11.65089
zeker,-11.578,-12.20663
leo,-11.57823,-11.7976
accepted,-11.5783,-12.5259
atl,-11.57844,-11.41679
kelly,-11.57851,-11.94609
editing,-11.57864,-11.99442
evil,-11.57898,-10.98243
mie,-11.57933,-11.06576
allowed,-11.58013,-10.64804
cerah,-11.58018,-12.75799
cross,-11.5805,-11.85862
hahahahah,-11.58054,-11.79742
vind,-11.58108,-11.29506
sydney,-11.58119,-11.31703
knock,-11.5812,-11.93471
apartment,-11.58127,-11.4372
ttg,-11.58135,-11.57859
students,-11.58141,-11.75067
bingung,-11.58174,-9.99035
berangkat,-11.58187,-11.30446
tbh,-11.58193,-11.24897
goreng,-11.58216,-11.56643
audition,-11.58309,-12.16545
entertaining,-11.58368,-12.69485
blessings,-11.58372,-14.21183
beans,-11.58407,-12.39156
ear,-11.58423,-10.50482
opa,-11.5843,-11.68977
mines,-11.58473,-11.42887
mates,-11.58479,-11.65528
mensen,-11.58489,-11.30213
ves,-11.58491,-11.3107
gurl,-11.58516,-12.06543
hermano,-11.58596,-11.3173
#NAME?,-11.5862,-11.6627
awsome,-11.58653,-12.79839
wise,-11.58711,-12.33173
gossip,-11.58818,-11.54749
gnight,-11.58826,-13.03481
fill,-11.58974,-11.35662
passar,-11.59068,-10.86104
preciso,-11.59085,-9.986
honor,-11.59141,-12.62817
finals,-11.59143,-10.82174
