word,happy,sad
zaman,-11.79166,-12.81569
fest,-11.79168,-11.5521
bun,-11.79182,-11.63454
sport,-11.79203,-12.05613
dicen,-11.79234,-11.32762
goals,-11.79298,-12.49065
snack,-11.79333,-12.19847
friendship,-11.79346,-12.00525
philly,-11.79436,-11.83276
avond,-11.79452,-12.1277
makasihh,-11.79459,-14.48518
kantor,-11.79471,-11.20197
rolling,-11.79534,-12.19404
rockin,-11.79542,-13.55475
odd,-11.7955,-11.76891
quedo,-11.79578,-10.9569
2009,-11.79615,-11.8244
bottom,-11.79637,-11.61097
sooner,-11.79655,-11.73689
ktemu,-11.79669,-11.08904
ham,-11.79738,-12.00751
bgus,-11.7975,-12.16169
quase,-11.79751,-10.69817
drew,-11.79758,-12.06898
eva,-11.79804,-11.95653
trans,-11.79871,-12.12905
charge,-11.79883,-10.98668
..!!!,-11.79934,-11.41075
regreso,-11.80032,-11.70023
kerumah,-11.80073,-11.10342
karaoke,-11.80182,-12.02582
mnta,-11.80193,-11.78473
sissy,-11.80276,-12.22074
arrumando,-11.80282,-12.93651
build,-11.80287,-12.05442
arena,-11.80357,-12.05946
feedback,-11.80369,-12.95531
primera,-11.80378,-11.83423
bedje,-11.80378,-11.81959
fear,-11.80425,-11.34598
lagii,-11.80428,-10.79674
susu,-11.80444,-11.8511
newest,-11.80457,-13.20836
mampir,-11.80497,-12.2921
reminded,-11.80539,-12.02772
career,-11.80589,-12.17648
hollywood,-11.80625,-12.19253
byee,-11.80638,-12.33502
loose,-11.80653,-11.26092
todayy,-11.80683,-12.24334
grad,-11.80692,-11.92389
dame,-11.80736,-11.61082
puji,-11.80773,-13.77895
information,-11.80791,-12.3427
idiot,-11.80806,-11.26591
empty,-11.80827,-10.43664
abi,-11.80834,-11.60222
kya,-11.80941,-11.15046
turun,-11.8096,-10.90877
artis,-11.81007,-12.01405
funniest,-11.81012,-13.2591
closed,-11.81116,-10.2045
jimmy,-11.81129,-11.9102
magnum,-11.81136,-11.22568
wahh,-11.81194,-10.61659
released,-11.81207,-12.11797
photography,-11.81212,-12.46108
related,-11.81276,-11.88379
cedo,-11.81277,-10.84616
wed,-11.81323,-11.51863
apalagi,-11.81371,-11.20127
cloud,-11.81431,-12.35901
polish,-11.81433,-12.11542
brg,-11.8145,-11.42099
turkey,-11.81466,-12.07354
overall,-11.81506,-12.70831
menuju,-11.81545,-12.33955
nur,-11.81647,-11.92894
ksh,-11.81651,-11.7188
toes,-11.81669,-11.58524
canciones,-11.8171,-12.01057
wht,-11.81745,-11.81434
setting,-11.81794,-12.07366
mooie,-11.81814,-12.9082
proudofjonas,-11.81833,-14.07149
lols,-11.81836,-12.29491
apakah,-11.81861,-11.59489
wasted,-11.81892,-11.02419
shoutouts,-11.81906,-13.49294
lads,-11.81911,-12.62178
boat,-11.81913,-11.49464
okaaay,-11.81964,-12.70123
lindos,-11.81997,-12.56918
pnya,-11.82044,-11.30536
press,-11.82056,-11.99052
waffles,-11.82165,-12.30778
hut,-11.8217,-12.14508
prolly,-11.8217,-11.36164
congratz,-11.82223,-13.84822
dukung,-11.82261,-12.27756
toca,-11.82283,-11.32361
kta,-11.82284,-11.47327
hebt,-11.82284,-12.02365
leer,-11.82299,-11.38952
urs,-11.82304,-12.11593
g'night,-11.82313,-13.48094
bgs,-11.82355,-12.15012
ayy,-11.82365,-11.06292
sweety,-11.82371,-12.76584
needa,-11.82385,-11.32892
animo,-11.82411,-11.68785
jodoh,-11.82426,-12.21213
acuerdo,-11.82462,-11.73502
u.u,-11.82464,-10.34794
gimme,-11.82471,-12.01726
dai,-11.82472,-11.39053
beef,-11.82478,-12.21115
seharian,-11.82484,-11.02957
cena,-11.82489,-12.39387
akuu,-11.82555,-10.90485
programa,-11.8257,-11.73875
bunny,-11.82617,-11.54265
large,-11.82626,-11.8111
tasty,-11.82666,-12.4226
sober,-11.82679,-11.70598
brad,-11.82698,-12.35038
personally,-11.82698,-12.57152
paying,-11.827,-11.40356
jobs,-11.82722,-11.57023
backk,-11.82763,-12.45793
dani,-11.82817,-11.74797
deleted,-11.82841,-10.57507
cap,-11.82856,-11.81124
horse,-11.82893,-11.67423
moe,-11.82907,-10.48097
zien,-11.82964,-11.92192
thumbs,-11.82978,-12.62097
festa,-11.82994,-11.42071
bendiciones,-11.83022,-14.01428
tuk,-11.83029,-11.98325
players,-11.83052,-12.12756
duty,-11.83115,-11.61475
exact,-11.83121,-12.08047
walau,-11.83141,-12.30561
highly,-11.83168,-12.27114
based,-11.8329,-12.1636
escuchar,-11.83321,-11.59304
onn,-11.83329,-12.10729
cried,-11.83384,-10.2507
mobil,-11.834,-10.88045
bukas,-11.83434,-12.07854
inggris,-11.83458,-11.79316
"!!!""",-11.83461,-12.24135
hits,-11.83469,-11.82932
socks,-11.83494,-11.74316
grrr,-11.83512,-9.71968
hatiku,-11.83561,-11.52755
ehhh,-11.83565,-11.35589
that'll,-11.83586,-12.25148
ketika,-11.83625,-12.1448
unfortunately,-11.83715,-9.54371
tells,-11.8377,-11.748
uber,-11.8377,-11.48327
apenas,-11.83771,-11.19917
voting,-11.83781,-13.1024
drove,-11.83818,-11.59733
image,-11.83863,-12.06972
tarea,-11.83879,-10.73884
runs,-11.83919,-11.76342
malo,-11.83975,-10.4745
aviso,-11.83976,-12.2854
jasmine,-11.83994,-12.42263
carro,-11.84021,-10.82162
hice,-11.84022,-11.10908
celebration,-11.84039,-12.93214
oscar,-11.84099,-12.38229
nia,-11.84107,-12.19365
skola,-11.84118,-11.90308
staat,-11.84131,-11.93281
waaah,-11.84145,-10.30239
shy,-11.84148,-12.09978
segera,-11.84164,-12.35068
stunning,-11.84195,-13.28638
sige,-11.84202,-13.05937
iedereen,-11.84237,-11.26722
evet,-11.84278,-12.9988
ayyy,-11.84283,-11.06853
whore,-11.84287,-12.03289
peoples,-11.84295,-12.48332
slam,-11.84305,-13.11977
icin,-11.84351,-12.94693
opened,-11.8436,-11.56537
speed,-11.84387,-11.66949
scott,-11.84398,-12.22819
"!!""",-11.84409,-11.98745
complaining,-11.84423,-12.2914
wknd,-11.84487,-11.71082
wkwkw,-11.84489,-11.52337
salut,-11.84506,-13.68292
bljr,-11.84517,-11.51724
smoking,-11.84519,-11.67136
freezing,-11.8452,-10.23384
offline,-11.84538,-11.15563
okayyy,-11.84583,-12.63992
refreshing,-11.84609,-12.41632
daw,-11.84666,-11.85019
400,-11.84732,-12.30912
recipe,-11.84738,-13.00914
alegro,-11.84754,-13.31135
finale,-11.84792,-10.94128
apaa,-11.84846,-11.79255
uhhh,-11.84865,-11.20403
breaking,-11.84891,-10.80116
pops,-11.84925,-12.20774
betta,-11.84925,-12.27221
dime,-11.84929,-11.59614
option,-11.84938,-11.60145
ron,-11.85007,-11.6652
nag,-11.85074,-11.796
minutos,-11.85075,-11.3288
rainbow,-11.85079,-12.76407
panda,-11.85099,-11.461
magrib,-11.85168,-12.84826
washing,-11.85217,-11.43502
kopi,-11.85273,-11.76502
testing,-11.85275,-11.73558
termine,-11.85278,-11.61124
switch,-11.85279,-11.55806
volgende,-11.85295,-12.02661
wyd,-11.85309,-12.74415
matters,-11.85322,-12.59611
harder,-11.85349,-11.13971
bende,-11.8536,-12.59323
*sigh*,-11.85363,-10.18404
comfortable,-11.85375,-12.03002
jujur,-11.85407,-11.3916
aight,-11.85506,-12.90426
battle,-11.85558,-11.9086
tema,-11.85587,-11.79175
algun,-11.85589,-11.55098
murah,-11.8559,-12.30473
desperate,-11.85593,-11.31042
throat,-11.85608,-9.04893
viajar,-11.85634,-10.40292
whilst,-11.85681,-11.77387
pantes,-11.85689,-11.79469
carolina,-11.85748,-12.23984
events,-11.85781,-11.91827
rencana,-11.8579,-11.73233
selasa,-11.85871,-11.39477
involved,-11.8589,-12.28674
neck,-11.8596,-10.3939
biz,-11.86008,-12.43285
lies,-11.8601,-11.68859
greetings,-11.86012,-13.78496
erm,-11.86036,-12.07531
risa,-11.86135,-12.19001
nina,-11.86186,-12.02217
gegeten,-11.86214,-12.8317
puerto,-11.86233,-12.02421
lief,-11.86234,-12.40348
vivo,-11.86245,-11.2272
pen,-11.86276,-11.07245
gaya,-11.8631,-11.57065
truck,-11.86316,-11.73326
gna,-11.86393,-11.50363
jammin,-11.86422,-13.48268
semarang,-11.86438,-12.10955
impian,-11.86445,-13.44688
steal,-11.8647,-11.86117
dye,-11.86492,-11.86301
hoop,-11.86499,-12.02373
17th,-11.86519,-12.64447
loll,-11.86607,-11.96706
kicking,-11.86611,-11.69134
adding,-11.86633,-12.51962
buongiorno,-11.86726,-14.68012
reached,-11.86744,-11.94219
male,-11.86768,-11.99439
sby,-11.86778,-11.75374
adios,-11.86826,-11.55885
kadar,-11.86884,-12.6944
punch,-11.86889,-11.98334
cambio,-11.8693,-11.78392
guessing,-11.86944,-11.92251
isi,-11.86961,-11.3344
bum,-11.86964,-11.32365
bintang,-11.86995,-12.01722
lan,-11.87015,-11.78088
insane,-11.8709,-11.58349
confirm,-11.87114,-11.98066
galing,-11.87135,-13.75225
waah,-11.87144,-11.21966
1-Mar,-11.87177,-12.04506
jawab,-11.87179,-11.79041
parties,-11.87218,-11.86987
haiii,-11.87242,-13.02082
sebentar,-11.87266,-11.5559
mountain,-11.87287,-11.98613
amount,-11.87299,-11.51284
gosto,-11.87334,-11.47379
criminal,-11.87335,-12.35019
porfa,-11.87363,-11.8395
dam,-11.87364,-11.01631
weh,-11.87372,-11.10181
rela,-11.87399,-11.67582
noodles,-11.87401,-11.87395
colors,-11.8749,-12.78199
gewonnen,-11.87497,-13.20755
t_t,-11.87519,-10.15996
kesana,-11.87528,-11.18415
bunda,-11.87557,-11.6925
bner,-11.87569,-11.30949
.!!!,-11.87575,-11.84182
nek,-11.87613,-11.04935
daerah,-11.87623,-12.15557
nyusul,-11.87643,-11.65744
tony,-11.87692,-11.92423
seattle,-11.87704,-11.90384
passion,-11.87763,-12.44283
ngasih,-11.8778,-11.3819
towards,-11.87817,-11.99257
banda,-11.87852,-12.05111
oven,-11.87854,-12.11738
entra,-11.8788,-10.88066
whose,-11.87882,-12.16773
stronger,-11.87916,-12.94494
avril,-11.87941,-12.39738
exercise,-11.87985,-12.00444
melbourne,-11.8803,-11.67584
lion,-11.8814,-12.16498
jiji,-11.88227,-12.35016
gede,-11.88239,-11.06698
8th,-11.88247,-12.21854
borrow,-11.88251,-12.14026
trey,-11.88251,-12.44398
daripada,-11.88278,-11.89047
gotcha,-11.88279,-13.40094
cruise,-11.88283,-11.7618
toma,-11.88408,-12.14655
wachten,-11.8843,-11.60371
italy,-11.88434,-11.72802
segini,-11.88485,-10.67158
pense,-11.88494,-10.82328
warna,-11.88509,-11.43262
lindas,-11.88535,-12.3349
vere,-11.88573,-11.68315
easter,-11.88633,-11.56753
saludo,-11.88664,-12.23418
sour,-11.88671,-12.14627
mamah,-11.88676,-10.89151
helloo,-11.88708,-13.94257
ati2,-11.88752,-12.24129
tqm,-11.88754,-12.62428
skip,-11.88771,-11.10084
ninja,-11.888,-12.58804
diva,-11.88826,-12.44401
ohaha,-11.88898,-13.40271
chin,-11.88931,-11.92311
felicidad,-11.88958,-12.88408
delivery,-11.89027,-11.6923
naaa,-11.89063,-11.60271
shoe,-11.89175,-11.78434
smbuh,-11.89177,-11.6334
babyyy,-11.89234,-12.25516
rabu,-11.89237,-11.52725
realise,-11.89315,-11.18046
msk,-11.89321,-10.98336
mint,-11.8935,-12.42453
hopes,-11.89356,-11.14412
hein,-11.89377,-11.51599
randomly,-11.89377,-11.82996
buddies,-11.89385,-12.29088
advance,-11.89396,-12.90501
jeff,-11.89417,-11.87149
wktu,-11.89434,-11.32154
dollar,-11.89435,-12.09138
alice,-11.89452,-12.38125
funnn,-11.89469,-13.06521
tepat,-11.89533,-12.19086
bow,-11.89541,-12.43164
feb,-11.8957,-11.84666
jamie,-11.89586,-12.42378
sido,-11.89593,-11.24665
kicked,-11.89599,-11.05924
eric,-11.89634,-12.05965
napa,-11.89645,-10.6309
yart,-11.89678,-12.34687
michelle,-11.89729,-12.21214
blij,-11.89773,-13.07419
problema,-11.89777,-11.33084
welll,-11.89801,-12.0262
fisika,-11.89852,-11.42065
misschien,-11.89866,-12.3384
bonus,-11.89889,-12.40882
cabelo,-11.899,-11.20574
dedicated,-11.89972,-12.85712
scotty,-11.9,-12.80351
gister,-11.90069,-11.6158
&hearts,-11.90124,-13.35921
welp,-11.90148,-12.11845
tuu,-11.90169,-11.48417
shrimp,-11.90179,-12.65521
blues,-11.90181,-11.60421
smooth,-11.90186,-12.82833
richting,-11.90189,-12.40681
supaya,-11.90218,-12.30775
heheheh,-11.90226,-12.71942
client,-11.90278,-11.84686
meses,-11.90283,-11.30499
coco,-11.90328,-11.81348
berusaha,-11.9036,-12.41319
porq,-11.90402,-10.4231
titip,-11.90502,-12.36886
snsd,-11.90569,-12.4978
luckily,-11.90572,-12.0896
xdd,-11.90573,-11.72159
bapak,-11.90591,-11.44211
aim,-11.90618,-11.97354
clock,-11.90627,-11.30979
patrick,-11.90642,-12.24439
duluan,-11.90671,-11.41513
mums,-11.90735,-11.58896
dessert,-11.90769,-13.14164
berdua,-11.90799,-11.76815
ehm,-11.90808,-12.20853
kado,-11.90889,-12.28946
aladdin,-11.90902,-13.08757
e-mail,-11.90937,-12.35864
vino,-11.90971,-11.85602
queremos,-11.90992,-12.11214
ittt,-11.91,-12.30822
states,-11.91058,-11.59318
prof,-11.91077,-12.17397
wiff,-11.91087,-12.96776
booty,-11.91126,-12.37749
therapy,-11.9114,-12.45308
ulit,-11.91141,-12.62154
yank,-11.91143,-10.96171
court,-11.91147,-11.58764
launch,-11.91147,-12.26739
nalang,-11.91197,-12.16009
brarti,-11.91201,-11.81455
eerste,-11.91203,-12.21921
tres,-11.91258,-11.81832
worship,-11.91327,-13.41058
ground,-11.91347,-11.5864
apa2,-11.91372,-11.38422
attack,-11.91388,-11.11599
cuidate,-11.91391,-12.62831
$$$,-11.914,-11.92392
bullshit,-11.91415,-11.79018
tambn,-11.9143,-11.49484
bangga,-11.9146,-13.05131
tosh,-11.91496,-13.07497
lgsg,-11.91524,-11.35004
projects,-11.91573,-11.74598
peaceful,-11.91585,-13.13126
senangnya,-11.91602,-13.31107
cure,-11.91613,-11.7518
africa,-11.91627,-12.17907
tech,-11.91631,-11.92059
tank,-11.91633,-11.6087
?!!,-11.91645,-11.34742
deixar,-11.91734,-11.48898
lovers,-11.91772,-12.73246
tegen,-11.91787,-11.50579
ian,-11.91796,-11.90411
tam,-11.91803,-12.17354
atlanta,-11.91812,-11.90807
artinya,-11.91813,-11.96836
venezuela,-11.91818,-11.4417
effect,-11.9183,-12.22676
hehhe,-11.91867,-12.84406
berubah,-11.91893,-11.07372
gowes,-11.91895,-11.7553
hung,-11.91909,-11.22485
fuera,-11.91971,-11.07732
dak,-11.91981,-10.65279
younger,-11.92009,-12.02267
entar,-11.92011,-11.81978
spoke,-11.9204,-11.521
kaaa,-11.92076,-12.36593
members,-11.92076,-11.85742
nuts,-11.92086,-11.67621
screw,-11.92119,-11.24578
charity,-11.92125,-13.14514
contacts,-11.9214,-11.02095
centro,-11.92148,-11.8546
buscar,-11.92185,-11.73902
montana,-11.9231,-11.84746
twitteran,-11.92313,-12.0063
avatarnya,-11.92323,-13.17596
sub,-11.92365,-12.20555
salamat,-11.92383,-13.44212
hooray,-11.92405,-13.13628
16th,-11.92418,-12.80917
andrew,-11.92423,-12.27946
ghost,-11.92458,-11.92686
homee,-11.92472,-12.24576
becoming,-11.92483,-11.7197
damai,-11.92532,-12.81046
donuts,-11.92537,-12.19626
dallas,-11.92541,-11.79884
okedeh,-11.92563,-13.6053
nang,-11.92576,-11.48376
hablando,-11.92578,-11.46103
rap,-11.92597,-12.4155
jual,-11.9261,-11.50272
caring,-11.92641,-12.76292
gear,-11.92665,-12.06829
ditto,-11.92667,-12.16614
zone,-11.92679,-12.06869
kyle,-11.92755,-11.99465
tyler,-11.92786,-12.08967
realised,-11.92818,-10.82127
pilih,-11.92853,-11.92897
river,-11.92869,-11.9155
benci,-11.92903,-11.09666
breathe,-11.92913,-11.15512
blasting,-11.92987,-12.92562
dms,-11.92993,-11.76381
nungguin,-11.93059,-11.20925
llama,-11.93101,-11.878
ayee,-11.9313,-13.52573
kepala,-11.93149,-10.01633
manage,-11.93169,-11.50587
dev,-11.9321,-12.1261
hooked,-11.93211,-12.83571
bana,-11.93243,-12.42475
hardly,-11.9328,-10.92467
malaysia,-11.9333,-12.01375
esok,-11.93402,-11.98414
19th,-11.93426,-12.77376
prepared,-11.93456,-12.06637
satisfied,-11.93485,-12.77383
rindu,-11.93513,-10.65329
vanmiddag,-11.93532,-12.31001
pit,-11.93572,-11.63603
darn,-11.93602,-10.61112
sodara,-11.93653,-11.9481
ajax,-11.93655,-12.34395
pensar,-11.93657,-10.96464
chilled,-11.93672,-12.85791
kesel,-11.93689,-10.37908
pastinya,-11.93735,-12.75766
fotonya,-11.93745,-12.41951
shhh,-11.93771,-12.26339
wayne,-11.93781,-12.07766
!!!...,-11.93839,-11.82044
liz,-11.93856,-12.6794
chicas,-11.93914,-12.43145
dll,-11.93928,-11.9658
Mar-00,-11.93942,-11.8099
spaghetti,-11.93955,-12.60317
alike,-11.93986,-13.60724
gal,-11.93998,-12.48436
unyu,-11.94009,-12.01412
b/c,-11.94028,-11.31097
tweeter,-11.94089,-12.31564
acaba,-11.94118,-10.85693
csi,-11.94129,-12.29364
disfruta,-11.94135,-13.1296
canadian,-11.9419,-12.44131
shinee,-11.94191,-12.52897
letters,-11.94199,-12.36147
definately,-11.94245,-12.5112
orleans,-11.94273,-12.04949
ging,-11.94275,-11.57704
sheets,-11.94287,-12.35781
freedom,-11.94297,-12.13248
giant,-11.94298,-11.73649
tie,-11.94299,-12.34684
barely,-11.9431,-10.42657
modern,-11.94312,-12.48729
geek,-11.94405,-12.79234
padang,-11.94442,-11.98289
mahal,-11.94467,-10.88294
assignment,-11.94468,-10.93954
pat,-11.94483,-12.40061
ksa,-11.94507,-11.06572
rek,-11.94507,-11.30814
unique,-11.94512,-13.4513
lip,-11.94576,-10.92687
jahat,-11.94579,-9.52596
expensive,-11.9458,-10.43842
zeg,-11.94592,-11.62556
pieces,-11.94618,-11.79436
hizo,-11.94641,-11.28363
trade,-11.94645,-12.00138
terserah,-11.94646,-12.271
siiip,-11.94664,-13.56815
guten,-11.94676,-14.87775
stfu,-11.94713,-12.48542
esp,-11.94747,-11.94756
entro,-11.94762,-11.36409
heii,-11.94788,-12.51344
pngen,-11.94797,-10.36551
facts,-11.94825,-13.19942
difficult,-11.94906,-10.80467
useful,-11.94907,-12.90843
ocean,-11.94918,-12.33666
suatu,-11.94943,-12.64353
2012,-11.94979,-12.26107
sory,-11.94986,-11.65151
fone,-11.95024,-11.12358
dices,-11.95047,-11.41611
maunya,-11.95072,-11.04802
flip,-11.95075,-11.85614
dayyy,-11.9511,-12.5115
bros,-11.95111,-12.24959
calor,-11.9516,-10.84781
current,-11.95196,-11.94457
lounge,-11.95255,-12.24374
replying,-11.9527,-11.53344
melihat,-11.95291,-11.99402
jogar,-11.95326,-11.60165
ahahahaha,-11.95327,-12.16857
rolls,-11.9533,-12.23198
ouvindo,-11.95359,-11.99813
vibes,-11.95381,-12.87513
yya,-11.9539,-12.70891
tmn2,-11.95407,-12.45332
trailer,-11.95407,-12.37634
;(,-11.95424,-10.23418
pny,-11.95435,-11.56157
encanto,-11.95458,-13.04496
centre,-11.95474,-11.89776
grandpa,-11.9549,-11.37528
grind,-11.95492,-12.34993
respond,-11.95503,-11.66138
doc,-11.95518,-11.25369
nighttt,-11.95524,-13.37718
premiere,-11.9555,-12.14755
jemput,-11.95592,-11.275
ligar,-11.95599,-11.41597
dooo,-11.95606,-11.71604
iam,-11.95614,-11.76743
arm,-11.95621,-10.4869
ure,-11.95665,-12.60491
querido,-11.9569,-12.18049
querida,-11.95693,-12.4579
softball,-11.95727,-12.09774
geweest,-11.95746,-12.31854
housewives,-11.95773,-12.44564
disfrutar,-11.95779,-12.88282
bertemu,-11.95785,-12.21228
quoi,-11.95831,-12.79137
prove,-11.95846,-12.60146
vin,-11.95851,-11.86819
vet,-11.95865,-10.92916
sausage,-11.9588,-12.18338
mauuu,-11.95924,-10.74262
i'ma,-11.95951,-12.22854
hoi,-11.95963,-12.68406
bayar,-11.95995,-11.49176
wiz,-11.96004,-12.69068
hare,-11.96064,-11.66414
flash,-11.96126,-11.33078
sha,-11.96128,-11.58246
dikasih,-11.96144,-11.57368
panggil,-11.96147,-12.45043
whooo,-11.96202,-13.09657
ngayon,-11.96205,-11.9334
dewasa,-11.96242,-13.05318
meat,-11.96277,-11.92484
pre,-11.96324,-12.07718
bathroom,-11.96363,-11.44738
timee,-11.96378,-12.9738
sob,-11.96394,-11.49785
lia,-11.96414,-11.86315
lomba,-11.96495,-12.36908
hahhaha,-11.96496,-11.9829
fer,-11.96501,-12.22516
rocked,-11.96555,-12.84153
nenek,-11.96557,-11.48349
chegou,-11.96562,-11.94174
poner,-11.96594,-11.48306
celeb,-11.9663,-12.32513
x_x,-11.96634,-10.70981
kimia,-11.96657,-11.80515
emails,-11.96661,-11.78118
jelly,-11.96724,-11.81359
ma'am,-11.96742,-12.98917
item,-11.96748,-11.51381
raise,-11.9677,-12.56423
gostei,-11.96795,-12.72229
saturdays,-11.96951,-11.75514
heee,-11.96961,-12.08835
megan,-11.97063,-12.25175
loss,-11.97118,-10.4767
bucks,-11.97152,-11.75774
vierra,-11.97169,-13.03811
syang,-11.97192,-11.8073
llevo,-11.97219,-11.225
monkey,-11.97255,-11.96266
ofcourse,-11.97275,-13.04393
gitar,-11.97329,-12.38765
ding,-11.97343,-12.1661
tranquilo,-11.97347,-12.72666
unnie,-11.97365,-12.30689
*_*,-11.97419,-12.06439
pula,-11.97422,-10.71573
lihat,-11.97451,-12.2602
chose,-11.97521,-12.1169
crib,-11.97559,-12.28082
weak,-11.97571,-11.01538
ina,-11.97583,-12.15872
lifetime,-11.97584,-12.57645
gibi,-11.97588,-12.88057
beliin,-11.97607,-10.99462
passing,-11.97607,-11.62002
drank,-11.97692,-11.24021
hohoho,-11.97717,-12.58857
nnt,-11.97728,-11.80416
caso,-11.97788,-11.49295
mencoba,-11.97819,-12.56793
nature,-11.97841,-11.92093
data,-11.97851,-11.27277
lahir,-11.97871,-12.81619
bull,-11.97981,-11.93519
jugando,-11.98008,-12.0912
novia,-11.98034,-11.45026
jadinya,-11.98051,-10.66685
captain,-11.9807,-12.62664
everyones,-11.98105,-11.34475
feriado,-11.98112,-11.49447
msih,-11.98188,-11.45206
upgrade,-11.98199,-11.644
battery,-11.98203,-10.23558
failed,-11.98236,-10.18392
phew,-11.98247,-12.96496
bedankt,-11.98263,-12.75889
127,-11.98305,-12.68888
hint,-11.98357,-13.11429
keys,-11.98366,-11.44481
examen,-11.98367,-11.16234
agua,-11.98491,-11.16442
cinnamon,-11.98531,-12.59874
razon,-11.98546,-11.6994
mixed,-11.98547,-11.99375
higher,-11.98551,-12.5315
loco,-11.98561,-11.39086
ckckck,-11.98582,-11.21929
chair,-11.98619,-11.81576
lap,-11.98654,-11.56095
deff,-11.98698,-12.35174
menurut,-11.98722,-12.78431
clue,-11.98744,-11.46953
verjaardag,-11.98749,-12.69639
pretend,-11.98761,-12.06336
leh,-11.98795,-10.77643
ati,-11.98796,-11.56786
p.s,-11.98803,-12.68955
tracks,-11.98807,-12.70366
jim,-11.98821,-12.4947
yogurt,-11.98846,-12.23828
calon,-11.98851,-12.67112
pintar,-11.98874,-12.42807
hombre,-11.9888,-12.13991
whoo,-11.98904,-13.09082
jumpa,-11.99072,-12.05524
creepy,-11.99168,-11.55791
chega,-11.99193,-11.55694
threw,-11.992,-10.90237
screaming,-11.99202,-11.53179
carlos,-11.99216,-12.154
2pm,-11.99284,-11.49161
awas,-11.99303,-11.57299
mistakes,-11.99318,-12.26017
coklat,-11.9933,-11.86806
joining,-11.99386,-12.69884
berjuang,-11.99391,-12.8676
yous,-11.9942,-12.30981
blanket,-11.99459,-12.00128
marzo,-11.99507,-12.1948
paar,-11.99511,-12.42153
aya,-11.99517,-11.70504
wrap,-11.99535,-12.20399
lala,-11.99539,-11.56019
soundtrack,-11.99623,-12.77795
papers,-11.99623,-11.21713
gnite,-11.99656,-13.01061
morn,-11.9968,-11.83899
rugby,-11.99724,-12.15203
seven,-11.99767,-11.84341
niat,-11.99824,-11.3903
wonders,-11.99836,-12.29519
jose,-11.99845,-12.18894
bukannya,-11.99882,-11.39536
kesini,-11.99887,-11.42454
sofa,-11.99889,-12.11183
omfg,-11.99891,-10.9413
cuddling,-11.99904,-11.98916
bean,-11.99906,-12.40169
hape,-11.99913,-10.62481
cod,-11.99948,-12.21744
bantuin,-11.99963,-11.48007
stays,-11.99971,-12.65218
uppp,-12.00026,-11.92181
leeds,-12.00058,-11.97263
birth,-12.0009,-12.60563
scream,-12.00107,-11.86686
beatles,-12.00127,-13.22512
drpd,-12.00198,-11.64308
laatste,-12.00231,-11.02632
paz,-12.00315,-11.96108
inspire,-12.00396,-14.01091
aaron,-12.00423,-12.18383
suruh,-12.00477,-10.99255
yahhh,-12.00515,-10.71453
deg,-12.00517,-11.757
iloveyou,-12.00601,-12.77554
sempurna,-12.00671,-12.81965
distance,-12.00673,-11.70062
gek,-12.00677,-11.52414
discovered,-12.00714,-11.8752
1,-12.00761,-11.8738
dde,-12.0077,-12.66235
jah,-12.00789,-11.43244
mango,-12.00797,-12.38202
mendingan,-12.00839,-11.94881
bones,-12.00848,-11.89667
25th,-12.00887,-12.69034
barcelona,-12.00934,-12.28237
venir,-12.00958,-11.32585
wore,-12.00977,-11.91294
thang,-12.0098,-12.82122
dik,-12.00983,-11.95453
strawberries,-12.00984,-12.88829
ngajak,-12.00991,-10.67336
sounded,-12.00999,-12.09048
jadwal,-12.01046,-11.40943
apply,-12.01088,-12.15657
desk,-12.01204,-11.49159
happily,-12.01245,-13.07537
=],-12.0125,-12.35912
laen,-12.01295,-11.55567
washed,-12.013,-11.78848
gel,-12.01304,-12.43126
mandar,-12.01342,-11.53054
feat,-12.01377,-13.40483
comendo,-12.01412,-12.36645
baiklah,-12.01429,-13.00907
bakar,-12.01429,-11.95415
ape,-12.01443,-11.66393
ikt,-12.01457,-11.17652
mister,-12.01471,-12.60466
andas,-12.01483,-11.68159
cola,-12.01501,-11.64603
wooohooo,-12.01547,-13.67013
crash,-12.01558,-11.40295
sorte,-12.01578,-12.3205
created,-12.01635,-12.70344
listenin,-12.0165,-12.7593
ido,-12.01655,-10.50749
bliss,-12.01662,-13.5601
libre,-12.01724,-12.49172
lush,-12.01725,-12.94597
clever,-12.01743,-12.95715
tastes,-12.01757,-11.94942
uploaded,-12.01762,-12.50267
zon,-12.01775,-11.99413
poppin,-12.0179,-12.78627
robert,-12.01791,-12.29395
looong,-12.01806,-11.55585
hates,-12.01836,-8
filming,-12.01843,-12.2771
attend,-12.01852,-11.26868
snuggle,-12.01886,-11.72066
dragon,-12.01903,-12.37144
intense,-12.01924,-12.18609
cin,-12.01998,-11.81036
wkt,-12.02023,-11.43296
awful,-12.02024,-9.96261
ooohhh,-12.02031,-12.13399
motivation,-12.02057,-11.65076
gump,-12.02074,-13.11435
rip,-12.02075,-9.80421
nyaman,-12.02116,-12.02842
yayaya,-12.02136,-12.507
factory,-12.0216,-12.51729
properly,-12.02201,-10.90186
smoothie,-12.02223,-12.63635
feature,-12.02301,-12.41131
pocket,-12.02304,-12.02214
martes,-12.02444,-11.39861
devil,-12.02523,-11.98104
setengah,-12.02525,-11.31084
bokap,-12.02542,-11.02022
covers,-12.02549,-12.39862
teen,-12.02577,-11.90552
sigues,-12.02604,-11.83757
laughs,-12.02661,-12.94511
skate,-12.02662,-11.76125
